Monthly mean sea levels with the average seasonal cycle removed.
The values are in meters relative to the most recent Mean Sea Level datum established by CO-OPS.
Column values are the Year; Month; Monthly Mean; Relative Sea Level Trend Line; Higher 95% Confidence Interval; and Lower 95% Confidence Interval.
Product of NOAAs National Ocean Service / Center for Operational Oceanographic Products and Services (CO-OPS)

Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1995,10,-0.016,0.007,0.015,-0.001,
1995,11,-0.030,0.007,0.015,-0.001,
1995,12,-0.023,0.007,0.015,-0.000,
1996,1,-0.061,0.008,0.015,-0.000,
1996,2,-0.014,0.008,0.015,0.000,
1996,3,-0.025,0.008,0.016,0.000,
1996,4,-0.029,0.008,0.016,0.000,
1996,5,0.018,0.008,0.016,0.001,
1996,6,-0.017,0.009,0.016,0.001,
1996,7,-0.025,0.009,0.016,0.001,
1996,8,0.003,0.009,0.017,0.001,
1996,9,-0.003,0.009,0.017,0.001,
1996,10,-0.009,0.009,0.017,0.001,
1996,11,-0.048,0.009,0.017,0.002,
1996,12,-0.045,0.010,0.017,0.002,
1997,1,-0.043,0.010,0.018,0.002,
1997,2,-0.036,0.010,0.018,0.002,
1997,3,0.030,0.010,0.018,0.002,
1997,4,0.004,0.010,0.018,0.002,
1997,5,0.089,0.011,0.018,0.003,
1997,6,0.073,0.011,0.019,0.003,
1997,7,0.034,0.011,0.019,0.003,
1997,8,0.096,0.011,0.019,0.003,
1997,9,0.112,0.011,0.019,0.003,
1997,10,0.164,0.011,0.019,0.004,
1997,11,0.183,0.012,0.020,0.004,
1997,12,0.169,0.012,0.020,0.004,
1998,1,0.124,0.012,0.020,0.004,
1998,2,0.066,0.012,0.020,0.004,
1998,3,0.076,0.012,0.020,0.004,
1998,4,-0.010,0.013,0.021,0.005,
1998,5,0.008,0.013,0.021,0.005,
1998,6,-0.003,0.013,0.021,0.005,
1998,7,0.037,0.013,0.021,0.005,
1998,8,0.041,0.013,0.021,0.005,
1998,9,0.010,0.014,0.022,0.005,
1998,10,-0.033,0.014,0.022,0.006,
1998,11,-0.033,0.014,0.022,0.006,
1998,12,-0.107,0.014,0.022,0.006,
1999,1,-0.058,0.014,0.022,0.006,
1999,2,-0.099,0.014,0.023,0.006,
1999,3,-0.050,0.015,0.023,0.007,
1999,4,-0.021,0.015,0.023,0.007,
1999,5,0.002,0.015,0.023,0.007,
1999,6,-0.004,0.015,0.023,0.007,
1999,7,-0.016,0.015,0.024,0.007,
1999,8,-0.046,0.016,0.024,0.007,
1999,9,-0.078,0.016,0.024,0.008,
1999,10,-0.074,0.016,0.024,0.008,
1999,11,-0.106,0.016,0.024,0.008,
1999,12,-0.093,0.016,0.024,0.008,
2000,1,-0.081,0.017,0.025,0.008,
2000,2,-0.071,0.017,0.025,0.008,
2000,3,-0.031,0.017,0.025,0.009,
2000,4,-0.046,0.017,0.025,0.009,
2000,5,-0.010,0.017,0.025,0.009,
2000,6,0.021,0.017,0.026,0.009,
2000,7,-0.008,0.018,0.026,0.009,
2000,8,-0.016,0.018,0.026,0.010,
2000,9,-0.022,0.018,0.026,0.010,
2000,10,-0.043,0.018,0.026,0.010,
2000,11,-0.063,0.018,0.027,0.010,
2000,12,-0.092,0.019,0.027,0.010,
2001,1,-0.065,0.019,0.027,0.010,
2001,2,-0.046,0.019,0.027,0.011,
2001,3,-0.007,0.019,0.027,0.011,
2001,4,-0.058,0.019,0.028,0.011,
2001,5,0.029,0.019,0.028,0.011,
2001,6,-0.009,0.020,0.028,0.011,
2001,7,-0.027,0.020,0.028,0.011,
2001,8,-0.039,0.020,0.028,0.012,
2001,9,-0.033,0.020,0.029,0.012,
2001,10,-0.043,0.020,0.029,0.012,
2001,11,-0.040,0.021,0.029,0.012,
2001,12,-0.062,0.021,0.029,0.012,
2002,1,-0.058,0.021,0.029,0.013,
2002,2,-0.047,0.021,0.030,0.013,
2002,3,-0.040,0.021,0.030,0.013,
2002,4,-0.039,0.022,0.030,0.013,
2002,5,-0.048,0.022,0.030,0.013,
2002,6,-0.027,0.022,0.030,0.013,
2002,7,-0.010,0.022,0.031,0.014,
2002,8,-0.037,0.022,0.031,0.014,
2002,9,0.012,0.022,0.031,0.014,
2002,10,-0.026,0.023,0.031,0.014,
2002,11,0.044,0.023,0.031,0.014,
2002,12,0.026,0.023,0.032,0.014,
2003,1,-0.007,0.023,0.032,0.015,
2003,2,0.068,0.023,0.032,0.015,
2003,3,-0.055,0.024,0.032,0.015,
2003,4,-0.021,0.024,0.032,0.015,
2003,5,-0.030,0.024,0.033,0.015,
2003,6,-0.006,0.024,0.033,0.016,
2003,7,0.018,0.024,0.033,0.016,
2003,8,0.029,0.025,0.033,0.016,
2003,9,0.001,0.025,0.033,0.016,
2003,10,0.080,0.025,0.034,0.016,
2003,11,0.001,0.025,0.034,0.016,
2003,12,0.006,0.025,0.034,0.017,
2004,1,0.021,0.025,0.034,0.017,
2004,2,-0.018,0.026,0.034,0.017,
2004,3,0.049,0.026,0.034,0.017,
2004,4,0.002,0.026,0.035,0.017,
2004,5,0.040,0.026,0.035,0.017,
2004,6,0.034,0.026,0.035,0.018,
2004,7,-0.012,0.027,0.035,0.018,
2004,8,-0.012,0.027,0.035,0.018,
2004,9,0.043,0.027,0.036,0.018,
2004,10,0.021,0.027,0.036,0.018,
2004,11,0.010,0.027,0.036,0.019,
2004,12,0.040,0.027,0.036,0.019,
2005,1,0.082,0.028,0.036,0.019,
2005,2,0.086,0.028,0.037,0.019,
2005,3,-0.003,0.028,0.037,0.019,
2005,4,0.026,0.028,0.037,0.019,
2005,5,0.029,0.028,0.037,0.020,
2005,6,-0.003,0.029,0.037,0.020,
2005,7,0.021,0.029,0.038,0.020,
2005,8,0.007,0.029,0.038,0.020,
2005,9,-0.030,0.029,0.038,0.020,
2005,10,-0.008,0.029,0.038,0.020,
2005,11,-0.017,0.030,0.038,0.021,
2005,12,-0.037,0.030,0.039,0.021,
2006,1,-0.056,0.030,0.039,0.021,
2006,2,-0.038,0.030,0.039,0.021,
2006,3,-0.037,0.030,0.039,0.021,
2006,4,0.011,0.030,0.039,0.021,
2006,5,0.055,0.031,0.040,0.022,
2006,6,0.048,0.031,0.040,0.022,
2006,7,0.092,0.031,0.040,0.022,
2006,8,0.031,0.031,0.040,0.022,
2006,9,0.039,0.031,0.040,0.022,
2006,10,0.047,0.032,0.041,0.023,
2006,11,0.048,0.032,0.041,0.023,
2006,12,0.017,0.032,0.041,0.023,
2007,1,0.022,0.032,0.041,0.023,
2007,2,-0.040,0.032,0.041,0.023,
2007,3,-0.050,0.033,0.042,0.023,
2007,4,-0.003,0.033,0.042,0.024,
2007,5,-0.006,0.033,0.042,0.024,
2007,6,-0.016,0.033,0.042,0.024,
2007,7,0.021,0.033,0.042,0.024,
2007,8,0.011,0.033,0.043,0.024,
2007,9,-0.017,0.034,0.043,0.024,
2007,10,-0.059,0.034,0.043,0.025,
2007,11,-0.052,0.034,0.043,0.025,
2007,12,-0.047,0.034,0.043,0.025,
2008,1,-0.029,0.034,0.044,0.025,
2008,2,-0.027,0.035,0.044,0.025,
2008,3,-0.045,0.035,0.044,0.026,
2008,4,-0.028,0.035,0.044,0.026,
2008,5,0.031,0.035,0.044,0.026,
2008,6,0.055,0.035,0.045,0.026,
2008,7,0.061,0.035,0.045,0.026,
2008,8,0.076,0.036,0.045,0.026,
2008,9,0.041,0.036,0.045,0.027,
2008,10,0.013,0.036,0.045,0.027,
2008,11,0.005,0.036,0.046,0.027,
2008,12,-0.003,0.036,0.046,0.027,
2009,1,-0.028,0.037,0.046,0.027,
2009,2,-0.022,0.037,0.046,0.027,
2009,3,0.001,0.037,0.046,0.028,
2009,4,0.004,0.037,0.046,0.028,
2009,5,0.036,0.037,0.047,0.028,
2009,6,0.038,0.038,0.047,0.028,
2009,7,0.025,0.038,0.047,0.028,
2009,8,0.022,0.038,0.047,0.029,
2009,9,0.041,0.038,0.047,0.029,
2009,10,0.095,0.038,0.048,0.029,
2009,11,0.049,0.038,0.048,0.029,
2009,12,0.114,0.039,0.048,0.029,
2010,1,0.116,0.039,0.048,0.029,
2010,2,0.102,0.039,0.048,0.030,
2010,3,0.010,0.039,0.049,0.030,
2010,4,0.073,0.039,0.049,0.030,
2010,5,-0.012,0.040,0.049,0.030,
2010,6,0.010,0.040,0.049,0.030,
2010,7,-0.027,0.040,0.049,0.030,
2010,8,-0.015,0.040,0.050,0.031,
2010,9,-0.022,0.040,0.050,0.031,
2010,10,-0.021,0.040,0.050,0.031,
2010,11,-0.017,0.041,0.050,0.031,
2010,12,0.012,0.041,0.050,0.031,
2011,1,0.021,0.041,0.051,0.031,
2011,2,-0.010,0.041,0.051,0.032,
2011,3,-0.011,0.041,0.051,0.032,
2011,4,0.051,0.042,0.051,0.032,
2011,5,0.056,0.042,0.051,0.032,
2011,6,0.045,0.042,0.052,0.032,
2011,7,0.063,0.042,0.052,0.033,
2011,8,0.019,0.042,0.052,0.033,
2011,9,-0.006,0.043,0.052,0.033,
2011,10,-0.014,0.043,0.052,0.033,
2011,11,-0.010,0.043,0.053,0.033,
2011,12,-0.004,0.043,0.053,0.033,
2012,1,0.010,0.043,0.053,0.034,
2012,2,0.003,0.043,0.053,0.034,
2012,3,0.006,0.044,0.053,0.034,
2012,4,0.029,0.044,0.054,0.034,
2012,5,0.056,0.044,0.054,0.034,
2012,6,0.083,0.044,0.054,0.034,
2012,7,0.023,0.044,0.054,0.035,
2012,8,0.089,0.045,0.054,0.035,
2012,9,0.076,0.045,0.055,0.035,
2012,10,0.068,0.045,0.055,0.035,
2012,11,0.026,0.045,0.055,0.035,
2012,12,0.028,0.045,0.055,0.035,
2013,1,-0.013,0.046,0.055,0.036,
2013,2,-0.011,0.046,0.056,0.036,
2013,3,0.018,0.046,0.056,0.036,
2013,4,0.059,0.046,0.056,0.036,
2013,5,0.054,0.046,0.056,0.036,
2013,6,0.047,0.046,0.056,0.037,
2013,7,0.041,0.047,0.057,0.037,
2013,8,0.018,0.047,0.057,0.037,
2013,9,0.056,0.047,0.057,0.037,
2013,10,0.063,0.047,0.057,0.037,
2013,11,0.056,0.047,0.057,0.037,
2013,12,0.051,0.048,0.058,0.038,
2014,1,0.078,0.048,0.058,0.038,
2014,2,0.030,0.048,0.058,0.038,
2014,3,0.075,0.048,0.058,0.038,
2014,4,0.105,0.048,0.058,0.038,
2014,5,0.137,0.048,0.059,0.038,
2014,6,0.116,0.049,0.059,0.039,
2014,7,0.103,0.049,0.059,0.039,
2014,8,0.081,0.049,0.059,0.039,
2014,9,0.153,0.049,0.059,0.039,
2014,10,0.168,0.049,0.060,0.039,
2014,11,0.094,0.050,0.060,0.040,
2014,12,0.150,0.050,0.060,0.040,
2015,1,0.109,0.050,0.060,0.040,
2015,2,0.091,0.050,0.060,0.040,
2015,3,0.126,0.050,0.061,0.040,
2015,4,0.120,0.051,0.061,0.040,
2015,5,0.119,0.051,0.061,0.041,
2015,6,0.126,0.051,0.061,0.041,
2015,7,0.138,0.051,0.061,0.041,
2015,8,0.118,0.051,0.061,0.041,
2015,9,0.220,0.051,0.062,0.041,
2015,10,0.237,0.052,0.062,0.041,
2015,11,0.197,0.052,0.062,0.042,
2015,12,0.174,0.052,0.062,0.042,
2016,1,0.100,0.052,0.062,0.042,
2016,2,0.128,0.052,0.063,0.042,
2016,3,0.104,0.053,0.063,0.042,
2016,4,0.074,0.053,0.063,0.042,
2016,5,0.062,0.053,0.063,0.043,
2016,6,0.086,0.053,0.063,0.043,
2016,7,0.085,0.053,0.064,0.043,
2016,8,0.096,0.054,0.064,0.043,
2016,9,0.077,0.054,0.064,0.043,
2016,10,0.058,0.054,0.064,0.044,
2016,11,0.078,0.054,0.064,0.044,
2016,12,0.061,0.054,0.065,0.044,
2017,1,0.089,0.054,0.065,0.044,
2017,2,0.085,0.055,0.065,0.044,
2017,3,0.087,0.055,0.065,0.044,
2017,4,0.089,0.055,0.065,0.045,
2017,5,0.103,0.055,0.066,0.045,
2017,6,0.119,0.055,0.066,0.045,
2017,7,0.105,0.056,0.066,0.045,
2017,8,0.101,0.056,0.066,0.045,
2017,9,0.074,0.056,0.066,0.045,
2017,10,0.107,0.056,0.067,0.046,
2017,11,0.073,0.056,0.067,0.046,
2017,12,0.090,0.056,0.067,0.046,
2018,1,0.083,0.057,0.067,0.046,
2018,2,0.102,0.057,0.067,0.046,
2018,3,0.069,0.057,0.068,0.046,
2018,4,0.054,0.057,0.068,0.047,
2018,5,0.077,0.057,0.068,0.047,
2018,6,0.090,0.058,0.068,0.047,
2018,7,0.085,0.058,0.068,0.047,
2018,8,0.111,0.058,0.069,0.047,
2018,9,0.078,0.058,0.069,0.048,
2018,10,0.132,0.058,0.069,0.048,
2018,11,0.131,0.059,0.069,0.048,
2018,12,0.109,0.059,0.069,0.048,
2019,1,0.102,0.059,0.070,0.048,
2019,2,0.071,0.059,0.070,0.048,
2019,3,0.081,0.059,0.070,0.049,
2019,4,0.107,0.059,0.070,0.049,
2019,5,0.065,0.060,0.070,0.049,
2019,6,0.075,0.060,0.071,0.049,
2019,7,0.052,0.060,0.071,0.049,
2019,8,0.046,0.060,0.071,0.049,
2019,9,0.084,0.060,0.071,0.050,
2019,10,0.064,0.061,0.071,0.050,
2019,11,0.146,0.061,0.072,0.050,
2019,12,0.105,0.061,0.072,0.050,
2020,1,0.087,0.061,0.072,0.050,
2020,2,0.107,0.061,0.072,0.050,
2020,3,0.102,0.062,0.072,0.051,
2020,4,0.077,0.062,0.073,0.051,
2020,5,0.088,0.062,0.073,0.051,
2020,6,0.056,0.062,0.073,0.051,
2020,7,0.058,0.062,0.073,0.051,
2020,8,0.084,0.062,0.073,0.052,
2020,9,0.071,0.063,0.074,0.052,
2020,10,0.073,0.063,0.074,0.052,
2020,11,0.027,0.063,0.074,0.052,
2020,12,0.035,0.063,0.074,0.052,
2021,1,0.072,0.063,0.074,0.052,
2021,2,0.029,0.064,0.075,0.053,
2021,3,0.027,0.064,0.075,0.053,
2021,4,0.092,0.064,0.075,0.053,
2021,5,0.102,0.064,0.075,0.053,
2021,6,0.114,0.064,0.075,0.053,
2021,7,0.079,0.064,0.076,0.053,
2021,8,0.084,0.065,0.076,0.054,
2021,9,0.048,0.065,0.076,0.054,
2021,10,0.059,0.065,0.076,0.054,
2021,11,0.030,0.065,0.076,0.054,
2021,12,0.068,0.065,0.077,0.054,
2022,1,0.072,0.066,0.077,0.055,
2022,2,0.059,0.066,0.077,0.055,
2022,3,0.079,0.066,0.077,0.055,
2022,4,0.066,0.066,0.077,0.055,
2022,5,0.066,0.066,0.078,0.055,
2022,6,0.113,0.067,0.078,0.055,
2022,7,0.055,0.067,0.078,0.056,
2022,8,0.078,0.067,0.078,0.056,
2022,9,0.103,0.067,0.078,0.056,
2022,10,0.065,0.067,0.079,0.056,
2022,11,0.047,0.067,0.079,0.056,
2022,12,0.061,0.068,0.079,0.056,
2023,1,0.082,0.068,0.079,0.057,
2023,2,0.074,0.068,0.079,0.057,
2023,3,0.043,0.068,0.080,0.057,
2023,4,0.079,0.068,0.080,0.057,
2023,5,0.140,0.069,0.080,0.057,
2023,6,0.086,0.069,0.080,0.057,
2023,7,0.125,0.069,0.080,0.058,
2023,8,0.145,0.069,0.080,0.058,
2023,9,0.110,0.069,0.081,0.058,
2023,10,0.157,0.070,0.081,0.058,
2023,11,0.162,0.070,0.081,0.058,
2023,12,0.167,0.070,0.081,0.059,
2024,1,0.105,0.070,0.081,0.059,
2024,2,0.108,0.070,0.082,0.059,
2024,3,0.076,0.070,0.082,0.059,
2024,4,0.062,0.071,0.082,0.059,
2024,5,0.059,0.071,0.082,0.059,
2024,6,0.084,0.071,0.082,0.060,
2024,7,0.058,0.071,0.083,0.060,
2024,8,0.068,0.071,0.083,0.060,
2024,9,0.055,0.072,0.083,0.060,
2024,10,0.055,0.072,0.083,0.060,
2024,11,0.008,0.072,0.083,0.060,
